replicate,T_K,T_C,t_eq,ErrTraj,t_eq_mi,T_bin_K
26,285.15,12,959.798995,0.174885381,708.5427136,283.15
26,287.15,14,1000.0,0.164423737,1000.0,287.15
26,289.15,16,1000.0,0.435326684,824.120603,287.15
26,291.15,18,1000.0,0.071862662,1000.0,291.15
26,293.15,20,1000.0,0.261228215,1000.0,291.15
26,295.15,22,467.3366834,0.157635771,341.7085427,295.15
26,297.15,24,1000.0,0.883542734,412.0603015,295.15
26,299.15,26,678.3919598,0.112325981,407.0351759,299.15
26,301.15,28,452.2613065,0.49586701,135.678392,299.15
26,303.15,30,467.3366834,0.482607547,100.5025126,303.15
26,305.15,32,623.1155779,0.005478197,577.8894472,303.15
26,307.15,34,954.7738693,0.1221997,552.7638191,307.15
26,309.15,36,758.7939698,0.368379886,170.8542714,307.15
26,311.15,38,412.0603015,0.094905192,276.3819095,311.15
26,313.15,40,256.281407,0.029531603,256.281407,311.15
27,283.15,10,1000.0,0.487045986,1000.0,283.15
27,285.15,12,949.7487437,0.347742864,582.9145729,283.15
27,287.15,14,1000.0,0.063190098,1000.0,287.15
27,289.15,16,1000.0,0.353416487,1000.0,287.15
27,291.15,18,1000.0,0.165603615,1000.0,291.15
27,293.15,20,824.120603,0.845275845,658.2914573,291.15
27,295.15,22,854.2713568,0.469956814,733.6683417,295.15
27,297.15,24,889.4472362,2.006972331,613.0653266,295.15
27,299.15,26,618.0904523,0.175194843,457.2864322,299.15
27,301.15,28,366.8341709,0.042830017,135.678392,299.15
27,303.15,30,457.2864322,-7.640642048,105.5276382,303.15
27,305.15,32,1000.0,-0.049732282,793.9698492,303.15
27,307.15,34,1000.0,0.145059047,979.8994975,307.15
27,309.15,36,1000.0,0.45929453,1000.0,307.15
27,311.15,38,1000.0,-0.295616743,723.6180905,311.15
27,313.15,40,201.0050251,0.032362286,201.0050251,311.15
28,283.15,10,1000.0,0.524542869,1000.0,283.15
28,285.15,12,1000.0,0.668878648,1000.0,283.15
28,287.15,14,1000.0,0.089069619,718.5929648,287.15
28,289.15,16,1000.0,-0.005902185,1000.0,287.15
28,291.15,18,1000.0,0.030574746,1000.0,291.15
28,293.15,20,894.4723618,0.227271865,678.3919598,291.15
28,295.15,22,1000.0,0.284679934,1000.0,295.15
28,297.15,24,1000.0,0.513216384,608.040201,295.15
28,299.15,26,618.0904523,0.155694505,306.5326633,299.15
28,301.15,28,346.7336683,0.009041891,175.879397,299.15
28,303.15,30,115.5778894,0.921313154,110.5527638,303.15
28,305.15,32,1000.0,0.006933824,1000.0,303.15
28,307.15,34,1000.0,0.078946386,1000.0,307.15
28,309.15,36,668.3417085,0.344310298,195.9798995,307.15
28,311.15,38,497.4874372,0.036063886,391.959799,311.15
28,313.15,40,1000.0,0.011824785,281.4070352,311.15
29,283.15,10,1000.0,0.796666956,1000.0,283.15
29,285.15,12,1000.0,0.536012738,1000.0,283.15
29,287.15,14,1000.0,0.43648347,849.2462312,287.15
29,289.15,16,1000.0,-0.008954034,834.1708543,287.15
29,291.15,18,1000.0,0.07448582,1000.0,291.15
29,293.15,20,1000.0,0.427839576,1000.0,291.15
29,295.15,22,1000.0,0.693520728,683.4170854,295.15
29,297.15,24,1000.0,-0.141532345,1000.0,295.15
29,299.15,26,1000.0,0.134308324,783.919598,299.15
29,301.15,28,1000.0,0.673683456,748.7437186,299.15
29,303.15,30,361.8090452,0.190261009,361.8090452,303.15
29,305.15,32,1000.0,-0.001278257,728.6432161,303.15
29,307.15,34,1000.0,0.085121955,1000.0,307.15
29,309.15,36,185.9296482,0.324005152,85.42713568,307.15
29,311.15,38,804.0201005,0.481599946,442.2110553,311.15
29,313.15,40,195.9798995,0.012920494,195.9798995,311.15
30,283.15,10,1000.0,0.285781044,1000.0,283.15
30,285.15,12,1000.0,0.278039419,1000.0,283.15
30,287.15,14,1000.0,0.458499541,934.6733668,287.15
30,289.15,16,1000.0,0.217758489,1000.0,287.15
30,291.15,18,1000.0,0.03657425,1000.0,291.15
30,293.15,20,1000.0,0.249053385,1000.0,291.15
30,295.15,22,753.7688442,0.234631662,442.2110553,295.15
30,297.15,24,1000.0,-0.370467109,608.040201,295.15
30,299.15,26,1000.0,0.097857012,854.2713568,299.15
30,301.15,28,386.9346734,0.218463434,165.8291457,299.15
30,303.15,30,517.5879397,-0.650723822,125.6281407,303.15
30,305.15,32,1000.0,-0.04528386,839.1959799,303.15
30,307.15,34,849.2462312,0.233831465,582.9145729,307.15
30,309.15,36,557.7889447,0.387497313,180.9045226,307.15
30,311.15,38,914.5728643,0.037757654,246.2311558,311.15
30,313.15,40,206.0301508,0.041753874,206.0301508,311.15
31,283.15,10,1000.0,0.464094111,919.5979899,283.15
31,285.15,12,1000.0,0.333775472,1000.0,283.15
31,287.15,14,1000.0,0.27849839,1000.0,287.15
31,289.15,16,1000.0,-0.020165808,1000.0,287.15
31,291.15,18,1000.0,0.146657193,1000.0,291.15
31,293.15,20,1000.0,0.20261105,1000.0,291.15
31,295.15,22,422.1105528,0.866532574,361.8090452,295.15
31,297.15,24,1000.0,1.322342098,1000.0,295.15
31,299.15,26,396.9849246,0.381306469,376.8844221,299.15
31,301.15,28,427.1356784,0.646711646,256.281407,299.15
31,303.15,30,125.6281407,1.360636035,75.37688442,303.15
31,305.15,32,1000.0,-0.05222016,758.7939698,303.15
31,307.15,34,356.7839196,0.124080607,296.4824121,307.15
31,309.15,36,663.3165829,0.024670121,100.5025126,307.15
31,311.15,38,1000.0,0.099644817,703.5175879,311.15
31,313.15,40,216.080402,0.053998791,211.0552764,311.15
32,283.15,10,1000.0,0.677515342,1000.0,283.15
32,285.15,12,1000.0,0.398951269,1000.0,283.15
32,287.15,14,1000.0,0.061604697,1000.0,287.15
32,289.15,16,1000.0,0.01473996,1000.0,287.15
32,291.15,18,1000.0,0.066669043,1000.0,291.15
32,293.15,20,1000.0,0.39368205,1000.0,291.15
32,295.15,22,768.8442211,0.36544627,753.7688442,295.15
32,297.15,24,1000.0,0.578932991,688.4422111,295.15
32,299.15,26,1000.0,0.159727376,1000.0,299.15
32,301.15,28,708.5427136,0.565239111,221.1055276,299.15
32,303.15,30,1000.0,1.593816075,854.2713568,303.15
32,305.15,32,1000.0,-0.050825537,1000.0,303.15
32,307.15,34,1000.0,0.203206909,814.0703518,307.15
32,309.15,36,648.241206,-3.121886962,462.3115578,307.15
32,311.15,38,663.3165829,0.206983781,296.4824121,311.15
32,313.15,40,266.3316583,0.022884301,266.3316583,311.15
33,283.15,10,864.321608,0.330311357,683.4170854,283.15
33,285.15,12,1000.0,0.398293057,1000.0,283.15
33,287.15,14,859.2964824,0.207854785,814.0703518,287.15
33,289.15,16,1000.0,0.115984519,1000.0,287.15
33,291.15,18,1000.0,0.130238128,1000.0,291.15
33,293.15,20,1000.0,0.497891534,1000.0,291.15
33,295.15,22,331.6582915,1.886369023,246.2311558,295.15
33,297.15,24,1000.0,1.052726484,1000.0,295.15
33,299.15,26,1000.0,0.049901901,733.6683417,299.15
33,301.15,28,281.4070352,0.75391474,221.1055276,299.15
33,303.15,30,718.5929648,1.722959081,698.4924623,303.15
33,305.15,32,1000.0,-0.034637908,1000.0,303.15
33,307.15,34,402.0100503,0.018476907,326.6331658,307.15
33,309.15,36,1000.0,-0.044181354,145.7286432,307.15
33,311.15,38,829.1457286,0.108729115,321.6080402,311.15
33,313.15,40,195.9798995,0.02517341,190.9547739,311.15
34,283.15,10,1000.0,0.536703201,1000.0,283.15
34,285.15,12,1000.0,0.348452991,1000.0,283.15
34,287.15,14,1000.0,0.144987452,1000.0,287.15
34,289.15,16,1000.0,0.286283867,1000.0,287.15
34,291.15,18,1000.0,0.052585077,1000.0,291.15
34,293.15,20,1000.0,0.129708168,1000.0,291.15
34,295.15,22,869.3467337,0.589096368,582.9145729,295.15
34,297.15,24,1000.0,0.301833258,708.5427136,295.15
34,299.15,26,944.7236181,0.02879835,643.2160804,299.15
34,301.15,28,482.4120603,1.164257122,376.8844221,299.15
34,303.15,30,1000.0,-0.063159173,371.8592965,303.15
34,305.15,32,1000.0,0.015151273,1000.0,303.15
34,307.15,34,336.6834171,0.223107766,236.1809045,307.15
34,309.15,36,613.0653266,0.584986422,572.8643216,307.15
34,311.15,38,412.0603015,0.121388212,341.7085427,311.15
34,313.15,40,206.0301508,0.163653035,201.0050251,311.15
35,283.15,10,1000.0,0.118352144,1000.0,283.15
35,285.15,12,1000.0,0.457341589,1000.0,283.15
35,287.15,14,1000.0,0.433494532,1000.0,287.15
35,289.15,16,1000.0,0.0911696,783.919598,287.15
35,291.15,18,1000.0,0.023118097,1000.0,291.15
35,293.15,20,1000.0,0.327865649,854.2713568,291.15
35,295.15,22,527.638191,2.42511117,376.8844221,295.15
35,297.15,24,778.8944724,0.817066718,547.7386935,295.15
35,299.15,26,678.3919598,0.149353002,432.160804,299.15
35,301.15,28,241.2060302,0.50970305,120.6030151,299.15
35,303.15,30,1000.0,1.180883785,1000.0,303.15
35,305.15,32,1000.0,0.404794871,964.8241206,303.15
35,307.15,34,582.9145729,0.32962101,497.4874372,307.15
35,309.15,36,507.5376884,0.108444984,125.6281407,307.15
35,311.15,38,1000.0,0.811800416,336.6834171,311.15
35,313.15,40,236.1809045,0.023976805,226.1306533,311.15
36,283.15,10,1000.0,0.256159536,1000.0,283.15
36,285.15,12,1000.0,0.328198779,1000.0,283.15
36,287.15,14,1000.0,0.223172188,1000.0,287.15
36,289.15,16,1000.0,0.027785241,1000.0,287.15
36,291.15,18,1000.0,0.062725662,1000.0,291.15
36,293.15,20,1000.0,0.257610786,1000.0,291.15
36,295.15,22,552.7638191,0.585602701,502.5125628,295.15
36,297.15,24,1000.0,0.416475715,1000.0,295.15
36,299.15,26,597.9899497,0.015146208,412.0603015,299.15
36,301.15,28,628.1407035,0.240949632,155.7788945,299.15
36,303.15,30,1000.0,1.080025747,1000.0,303.15
36,305.15,32,1000.0,-0.000157147,1000.0,303.15
36,307.15,34,1000.0,0.36885332,1000.0,307.15
36,309.15,36,1000.0,-2.486150853,206.0301508,307.15
36,311.15,38,512.5628141,0.158792983,296.4824121,311.15
36,313.15,40,1000.0,0.154162093,1000.0,311.15
37,283.15,10,1000.0,0.707717271,1000.0,283.15
37,285.15,12,1000.0,0.743387258,1000.0,283.15
37,287.15,14,1000.0,0.139476532,1000.0,287.15
37,289.15,16,1000.0,0.019180773,1000.0,287.15
37,291.15,18,1000.0,0.027846038,1000.0,291.15
37,293.15,20,1000.0,0.378913478,1000.0,291.15
37,295.15,22,1000.0,1.681948438,1000.0,295.15
37,297.15,24,1000.0,0.17512998,949.7487437,295.15
37,299.15,26,572.8643216,0.086631293,487.4371859,299.15
37,301.15,28,512.5628141,1.02199369,407.0351759,299.15
37,303.15,30,256.281407,-1.081475817,251.2562814,303.15
37,305.15,32,1000.0,0.135337835,1000.0,303.15
37,307.15,34,286.4321608,0.271286846,226.1306533,307.15
37,309.15,36,1000.0,0.106983846,1000.0,307.15
37,311.15,38,743.718593,0.191336047,472.361809,311.15
37,313.15,40,246.2311558,0.016245535,246.2311558,311.15
38,283.15,10,1000.0,0.42975094,1000.0,283.15
38,285.15,12,1000.0,0.821996948,1000.0,283.15
38,287.15,14,1000.0,0.443116709,1000.0,287.15
38,289.15,16,1000.0,0.095296804,974.8743719,287.15
38,291.15,18,1000.0,0.166392235,1000.0,291.15
38,293.15,20,316.5829146,0.28316135,316.5829146,291.15
38,295.15,22,914.5728643,0.338660804,844.2211055,295.15
38,297.15,24,1000.0,0.437463264,1000.0,295.15
38,299.15,26,422.1105528,0.315345825,361.8090452,299.15
38,301.15,28,1000.0,0.826570237,824.120603,299.15
38,303.15,30,648.241206,0.775231524,623.1155779,303.15
38,305.15,32,1000.0,0.058902324,1000.0,303.15
38,307.15,34,1000.0,0.064632398,1000.0,307.15
38,309.15,36,452.2613065,0.189005977,95.47738693,307.15
38,311.15,38,547.7386935,0.100161864,306.5326633,311.15
38,313.15,40,256.281407,0.102907343,251.2562814,311.15
39,283.15,10,1000.0,0.174132905,1000.0,283.15
39,285.15,12,1000.0,0.431897456,1000.0,283.15
39,287.15,14,929.6482412,0.189305966,608.040201,287.15
39,289.15,16,1000.0,0.079873567,1000.0,287.15
39,291.15,18,1000.0,0.077343323,1000.0,291.15
39,293.15,20,1000.0,0.478982179,829.1457286,291.15
39,295.15,22,1000.0,0.452567294,1000.0,295.15
39,297.15,24,1000.0,0.910578488,969.8492462,295.15
39,299.15,26,1000.0,0.226482363,1000.0,299.15
39,301.15,28,1000.0,0.11148662,246.2311558,299.15
39,303.15,30,643.2160804,-1.616462516,462.3115578,303.15
39,305.15,32,1000.0,-0.031841841,1000.0,303.15
39,307.15,34,1000.0,0.273515215,1000.0,307.15
39,309.15,36,1000.0,0.142165359,1000.0,307.15
39,311.15,38,934.6733668,-0.433728063,603.0150754,311.15
39,313.15,40,261.3065327,0.039629737,256.281407,311.15
40,283.15,10,1000.0,0.3943812,1000.0,283.15
40,285.15,12,1000.0,0.173633366,1000.0,283.15
40,287.15,14,1000.0,0.162759841,844.2211055,287.15
40,289.15,16,1000.0,0.301601945,1000.0,287.15
40,291.15,18,1000.0,0.095213297,1000.0,291.15
40,293.15,20,698.4924623,0.471164213,628.1407035,291.15
40,295.15,22,1000.0,0.44838396,1000.0,295.15
40,297.15,24,1000.0,0.160745355,1000.0,295.15
40,299.15,26,979.8994975,0.053490028,467.3366834,299.15
40,301.15,28,608.040201,0.304434704,266.3316583,299.15
40,303.15,30,1000.0,2.016779322,1000.0,303.15
40,305.15,32,1000.0,0.022871583,1000.0,303.15
40,307.15,34,1000.0,0.370043932,1000.0,307.15
40,309.15,36,432.160804,0.132383747,155.7788945,307.15
40,311.15,38,869.3467337,0.158780199,472.361809,311.15
40,313.15,40,1000.0,0.025016124,241.2060302,311.15
41,283.15,10,1000.0,0.271777053,1000.0,283.15
41,285.15,12,1000.0,0.645197059,909.5477387,283.15
41,287.15,14,1000.0,0.23798339,1000.0,287.15
41,289.15,16,1000.0,0.287897755,1000.0,287.15
41,291.15,18,1000.0,0.164683041,1000.0,291.15
41,293.15,20,291.4572864,0.682417083,226.1306533,291.15
41,295.15,22,1000.0,-0.229748326,1000.0,295.15
41,297.15,24,1000.0,0.043034028,1000.0,295.15
41,299.15,26,437.1859296,0.280727909,301.5075377,299.15
41,301.15,28,391.959799,0.178776706,286.4321608,299.15
41,303.15,30,226.1306533,2.023894798,105.5276382,303.15
41,305.15,32,1000.0,0.005036595,1000.0,303.15
41,307.15,34,351.758794,0.069602746,316.5829146,307.15
41,309.15,36,402.0100503,0.742815409,281.4070352,307.15
41,311.15,38,597.9899497,0.024366463,477.3869347,311.15
41,313.15,40,201.0050251,0.010199423,201.0050251,311.15
42,283.15,10,1000.0,0.58243972,1000.0,283.15
42,285.15,12,1000.0,0.279906959,1000.0,283.15
42,287.15,14,974.8743719,0.318257877,819.0954774,287.15
42,289.15,16,1000.0,0.116845514,1000.0,287.15
42,291.15,18,1000.0,0.091730898,1000.0,291.15
42,293.15,20,1000.0,0.231135481,1000.0,291.15
42,295.15,22,316.5829146,0.419245082,316.5829146,295.15
42,297.15,24,1000.0,0.652454385,1000.0,295.15
42,299.15,26,1000.0,0.2106215,1000.0,299.15
42,301.15,28,427.1356784,0.114270389,195.9798995,299.15
42,303.15,30,120.6030151,-1.961584528,120.6030151,303.15
42,305.15,32,1000.0,-0.057198477,829.1457286,303.15
42,307.15,34,512.5628141,0.25937216,396.9849246,307.15
42,309.15,36,592.9648241,-0.007554045,120.6030151,307.15
42,311.15,38,814.0703518,0.112951728,497.4874372,311.15
42,313.15,40,201.0050251,0.014353983,201.0050251,311.15
43,283.15,10,1000.0,0.464576176,1000.0,283.15
43,285.15,12,1000.0,0.409334563,1000.0,283.15
43,287.15,14,1000.0,0.318896421,1000.0,287.15
43,289.15,16,1000.0,0.12384875,1000.0,287.15
43,291.15,18,1000.0,0.088482377,1000.0,291.15
43,293.15,20,879.3969849,0.144103886,603.0150754,291.15
43,295.15,22,1000.0,0.534374047,1000.0,295.15
43,297.15,24,1000.0,0.774520911,1000.0,295.15
43,299.15,26,723.6180905,0.117250005,447.2361809,299.15
43,301.15,28,572.8643216,-0.026057187,366.8341709,299.15
43,303.15,30,487.4371859,1.640699176,472.361809,303.15
43,305.15,32,1000.0,-0.089755561,1000.0,303.15
43,307.15,34,763.8190955,0.36888059,648.241206,307.15
43,309.15,36,603.0150754,-0.007207279,95.47738693,307.15
43,311.15,38,452.2613065,0.427387429,351.758794,311.15
43,313.15,40,185.9296482,0.015156411,185.9296482,311.15
44,283.15,10,1000.0,0.374735519,1000.0,283.15
44,285.15,12,1000.0,0.163471808,773.8693467,283.15
44,287.15,14,1000.0,0.203896754,1000.0,287.15
44,289.15,16,1000.0,0.437984868,1000.0,287.15
44,291.15,18,1000.0,0.070004632,1000.0,291.15
44,293.15,20,487.4371859,0.444123125,427.1356784,291.15
44,295.15,22,1000.0,0.514314414,1000.0,295.15
44,297.15,24,1000.0,0.306348561,1000.0,295.15
44,299.15,26,1000.0,0.046869428,1000.0,299.15
44,301.15,28,422.1105528,0.094283877,155.7788945,299.15
44,303.15,30,1000.0,-0.6483493,70.35175879,303.15
44,305.15,32,1000.0,-0.035019286,1000.0,303.15
44,307.15,34,1000.0,0.527331513,1000.0,307.15
44,309.15,36,472.361809,-0.002864483,105.5276382,307.15
44,311.15,38,1000.0,0.030771586,703.5175879,311.15
44,313.15,40,236.1809045,0.010478705,236.1809045,311.15
45,283.15,10,1000.0,0.303508228,829.1457286,283.15
45,285.15,12,1000.0,0.330677275,1000.0,283.15
45,287.15,14,1000.0,0.130268577,753.7688442,287.15
45,289.15,16,1000.0,0.179848143,979.8994975,287.15
45,291.15,18,1000.0,0.127746929,1000.0,291.15
45,293.15,20,1000.0,0.453793557,1000.0,291.15
45,295.15,22,1000.0,2.42979057,1000.0,295.15
45,297.15,24,1000.0,0.38752799,1000.0,295.15
45,299.15,26,1000.0,0.22672454,929.6482412,299.15
45,301.15,28,778.8944724,0.509563312,301.5075377,299.15
45,303.15,30,844.2211055,0.607806799,824.120603,303.15
45,305.15,32,1000.0,-0.00253307,1000.0,303.15
45,307.15,34,1000.0,0.210323968,959.798995,307.15
45,309.15,36,517.5879397,0.066144672,85.42713568,307.15
45,311.15,38,326.6331658,0.201561635,236.1809045,311.15
45,313.15,40,231.1557789,0.017667452,226.1306533,311.15
46,283.15,10,1000.0,0.294883752,1000.0,283.15
46,285.15,12,1000.0,0.618438449,1000.0,283.15
46,287.15,14,1000.0,0.214115289,1000.0,287.15
46,289.15,16,1000.0,0.257521846,1000.0,287.15
46,291.15,18,1000.0,0.071995853,1000.0,291.15
46,293.15,20,1000.0,0.508268267,1000.0,291.15
46,295.15,22,311.5577889,1.087857032,261.3065327,295.15
46,297.15,24,1000.0,0.635480371,1000.0,295.15
46,299.15,26,1000.0,0.105921072,1000.0,299.15
46,301.15,28,507.5376884,0.281694436,442.2110553,299.15
46,303.15,30,1000.0,-0.430908283,90.45226131,303.15
46,305.15,32,1000.0,-0.014969106,929.6482412,303.15
46,307.15,34,356.7839196,0.143637036,346.7336683,307.15
46,309.15,36,723.6180905,0.058334004,120.6030151,307.15
46,311.15,38,1000.0,-0.81555246,1000.0,311.15
46,313.15,40,195.9798995,0.049295194,195.9798995,311.15
47,283.15,10,1000.0,0.462379474,1000.0,283.15
47,285.15,12,1000.0,0.192014296,1000.0,283.15
47,287.15,14,884.4221106,0.0772645,713.5678392,287.15
47,289.15,16,1000.0,-0.003119005,934.6733668,287.15
47,291.15,18,1000.0,0.084136668,1000.0,291.15
47,293.15,20,1000.0,0.253725265,1000.0,291.15
47,295.15,22,1000.0,0.296326297,1000.0,295.15
47,297.15,24,1000.0,0.62096923,1000.0,295.15
47,299.15,26,1000.0,0.067384535,1000.0,299.15
47,301.15,28,1000.0,-0.036912849,482.4120603,299.15
47,303.15,30,190.9547739,-3.226576988,85.42713568,303.15
47,305.15,32,713.5678392,-0.047970304,572.8643216,303.15
47,307.15,34,281.4070352,0.759467036,236.1809045,307.15
47,309.15,36,613.0653266,0.054514436,135.678392,307.15
47,311.15,38,472.361809,0.008988907,296.4824121,311.15
47,313.15,40,251.2562814,0.030419784,251.2562814,311.15
48,283.15,10,1000.0,0.558892112,1000.0,283.15
48,285.15,12,1000.0,0.569834442,1000.0,283.15
48,287.15,14,969.8492462,0.212223058,919.5979899,287.15
48,289.15,16,1000.0,0.05822544,1000.0,287.15
48,291.15,18,1000.0,0.219876198,1000.0,291.15
48,293.15,20,1000.0,0.681938083,939.6984925,291.15
48,295.15,22,839.1959799,1.044806491,673.3668342,295.15
48,297.15,24,979.8994975,0.08400227,577.8894472,295.15
48,299.15,26,1000.0,0.136510794,849.2462312,299.15
48,301.15,28,1000.0,0.347228877,482.4120603,299.15
48,303.15,30,105.5276382,0.745194,60.30150754,303.15
48,305.15,32,1000.0,-0.035757207,1000.0,303.15
48,307.15,34,824.120603,0.297336679,819.0954774,307.15
48,309.15,36,1000.0,0.370194396,1000.0,307.15
48,311.15,38,924.6231156,0.006502042,407.0351759,311.15
48,313.15,40,286.4321608,0.045480262,251.2562814,311.15
49,283.15,10,1000.0,0.365947142,1000.0,283.15
49,285.15,12,1000.0,0.505512057,1000.0,283.15
49,287.15,14,1000.0,0.200470366,1000.0,287.15
49,289.15,16,1000.0,0.284490538,1000.0,287.15
49,291.15,18,1000.0,-0.008297271,1000.0,291.15
49,293.15,20,1000.0,0.297016581,788.9447236,291.15
49,295.15,22,1000.0,-0.234268763,1000.0,295.15
49,297.15,24,1000.0,0.81054058,1000.0,295.15
49,299.15,26,1000.0,0.276526735,1000.0,299.15
49,301.15,28,301.5075377,0.497004514,165.8291457,299.15
49,303.15,30,170.8542714,1.561106276,90.45226131,303.15
49,305.15,32,1000.0,0.027789114,929.6482412,303.15
49,307.15,34,1000.0,-0.040454185,1000.0,307.15
49,309.15,36,683.4170854,0.152398161,472.361809,307.15
49,311.15,38,1000.0,0.105956856,678.3919598,311.15
49,313.15,40,1000.0,0.313467294,206.0301508,311.15
50,283.15,10,1000.0,0.416509062,1000.0,283.15
50,285.15,12,1000.0,0.17486629,964.8241206,283.15
50,287.15,14,1000.0,0.242532987,1000.0,287.15
50,289.15,16,1000.0,0.016146841,1000.0,287.15
50,291.15,18,1000.0,0.098526291,1000.0,291.15
50,293.15,20,1000.0,0.36714275,1000.0,291.15
50,295.15,22,1000.0,0.291409565,497.4874372,295.15
50,297.15,24,1000.0,-0.385519713,1000.0,295.15
50,299.15,26,1000.0,0.145392471,688.4422111,299.15
50,301.15,28,1000.0,1.014504682,804.0201005,299.15
50,303.15,30,211.0552764,1.605176709,135.678392,303.15
50,305.15,32,1000.0,0.019787177,1000.0,303.15
50,307.15,34,271.3567839,0.203505855,226.1306533,307.15
50,309.15,36,195.9798995,0.749648878,95.47738693,307.15
50,311.15,38,763.8190955,0.223126602,236.1809045,311.15
50,313.15,40,231.1557789,0.008702815,231.1557789,311.15
